"","keyword","committee","year_hearing","text","timestamp_start","timestamp_end","n"
"53","transgender","Judiciary","2023","support thank you. but hi at the moment can openly transgender advocate know how important this lifesaving balance in strong support thank you. good afternoon bath more- more employment long plaintiff employment attorney strong support thank you. good afternoon my name is forrest","00:20:23.021","00:20:24.423",118
"54","gender identity","Judiciary","2023","it passes it will be child abuse if one does not affirm a child's gender identity and not just in custody cases. the triad of words health safety and welfare road used by will be used by cps judges and police to take children away from parents like me who knew better than to conquer ties their child's","00:22:55.073","00:22:57.642",118
"55","gender identity","Judiciary","2023","returning him to his family was not in the best interest. of his health safety and welfare there we have it folks any parent who does not affirm the gender identity of their child is an abusive parent. upwards 288% of all gender confused kids will return to their being comfortable in their sex bodies","00:23:51.296","00:23:54.299",118
"56","gender ideology","Judiciary","2023","to penalize for their belief in science. thank you. next. my name is abigail martinez it has been three years and a hundred and sixty four days since i lost my daughter gave. i miss her every single day let me tell deal how she died. my daughter was murdered by a gender ideology cbs took my daughter","00:24:22.294","00:24:24.329",118
"57","transgender","Judiciary","2023","transgender in foster care. because this state take them from their families tell them to run. there is still the- parents are given one option to treat their distress child are for drugs. in remote their healthy body part or else lose your child. the abuse claim against me was finally dropped. it was","00:26:07.265","00:26:11.736",118
"58","gender ideology","Judiciary","2023","day in my- right then my daughter was is no horrible mental and physical pain. my daughter. no no name from off a trade. she was motor but i gender ideology i picked you stop. pushing gender do. i don't want to burn through free. what i feel. remission is not good. for the health safety. it for a","00:26:50.041","00:26:53.611",118
"59","gender identity","Judiciary","2023","opposed to the weaponisation of gender identity in the family court thank you. denise are you are co founder freedom angel supposed to the spell stop the genocide of our children thank you. in the pages of the mom army freedom angels and on behalf of. other people i live in plaster county so i oppose","00:28:40.985","00:28:45.557",118
"60","transgender","Judiciary","2023","is david block from the organization affirming transgender children is right for some families but not all in opposition thank you. hi my name is tina. i'm from sacramento- i'm a pop posted this bill would to complete disrespect of friendly to ma'am all right next please. right hi my name is","00:41:22.413","00:41:24.181",118
"61","transgender","Judiciary","2023",". quote transgender and non binary use sustained improvement in depression and anxiety over two years after starting treatment with gender affirming hormones a study in the journal of the american medical association. about you thirteen to twenty. those receiving care . at a 60% lower odds of","01:13:13.622","01:13:16.492",118
"62","gender identity","Judiciary","2023",". well the bill require a parent to provide their child with gender affirming care to win a custody dispute no. will parents who do not affirm their child's gender identity be found liable for child abuse and have their child removed from their home no the these are clear things here and it was said that this was a","01:16:40.896","01:16:43.198",118
"63","gender identity","Judiciary","2023","acceptance for children who are. working on their self identification. gender identity thank you thank you center has risen russell thank you very much- i want to- thank the author. on takes a lot of courage. when you know that their something like this that could. trigger a lot of","01:39:17.418","01:39:19.353",118
"64","gender identity","Judiciary","2023","imperfect and so this makes it so that that there is consistency. evan and you to judicial discretion recognizing that parents affirmation which is exactly which- parent affirmation of a child that gender identity is in their best interest. merced is going to a judge who might determine that","01:47:40.086","01:47:41.855",118
"65","gender identity","Judiciary","2023","policy. based on scientific research not just something out of total. that affirmation. of a child's gender identity is a good thing. to create a safe place for them is a good thing and it doesn't leave for judicial discretion. to say otherwise because that's what's happening that is what is","01:53:24.063","01:53:26.099",118
"66","gender identity","Judiciary","2023","every gender identity gender identity age or sexual orientation. survivors are our family our friends the staff who support our every could accomplishment and other members of our communities including the extended capital community. as you all know the holes of this very institution have not been","01:57:53.399","01:57:55.501",118
"67","transgender","Judiciary","2023","safety of our youth perfectly are transgender youth as you know. california has provided tools needed for persons to change the vital records that match their gender identity however the petition of the resulting paperwork or matter of public information discoverable with now with a simple internet","02:33:48.953","02:33:49.820",118
"68","transgender","Judiciary","2023","and how they decide to share their information- give them the confidence to navigate our identity without fear of retaliation. this bill ab two to three protect the privacy mental health a transgender non binary youth by making commonsense changes to the process for persons. seeking a gender or sex","02:34:40.537","02:34:41.839",118
"69","transgender","Judiciary","2023","of trans family support services and a translucent youth liberation and for these reasons i will respectfully request. for aye vote thank you very much all right. good afternoon structure committee members john the closure on behalf of transgender services insurances liberation i'm a board member for trans","02:35:24.882","02:35:26.917",118
"70","transgender","Judiciary","2023","transfused- support group are based out of san diego having serve now in support of families entrance you. over thirty five hundred families- with the help of what we help families navigate the journey of having a transgender child a large part of this is. who should know and needs to know this information.","02:35:44.868","02:35:48.372",118
"71","gender identity","Judiciary","2023","here to resent ab nine five seven a bill that would clarify. that when it comes to family code section three zero one one specifically when it comes to disputes over custody. but the definition of the health safety and welfare of the child include a parent's affirmation of the child's gender identity.","00:07:23.376","00:07:25.278",118
"72","transgender","Judiciary","2023","do not agree on affirming a tgi which i use that- i can regularly means transgender gender diverse. and intersex. it parent do not agree on affirming a tgi child's gender identity the family called fails to provide guidance on how judges should consider. the best interest of a tgi child. ab nine","00:07:48.301","00:07:49.235",118
"73","gender identity","Judiciary","2023","quote. however instead of stating that a judge must consider a parent's affirmation of the child's gender identity because it's in the best interest of the child to affirm their gender identity. the amendments provide better clarity that i the judge is considering factors. in a","00:08:25.104","00:08:26.339",118
"74","gender identity","Judiciary","2023","information on gender identity. to abuse. first our bill is not referencing the criminal code i would not be used as any sort of means of deeming or charging. parent as a visa. second it should be stated that this code section is not solely related to abusive behavior. as in the same code section the judge must also","00:09:42.815","00:09:43.582",118
"75","gender identity","Judiciary","2023","something we are asking a judge to consider. custody upon. others have expressed concern that folks who are tolerant of the child gender identity will be incorrectly labeled as not affirming. their child identity . affirmation is not binary just like the health safety and welfare. is not binary. family","00:10:22.922","00:10:24.156",118
"76","gender identity","Judiciary","2023","the whole picture. if both parents are accepting of their child's gender identity. this issue will not be the thing that tips skilled towards any parent . affirmation of gender identity. looks different for each individual. but the primary modality of gender affirmation. family acceptance and social","00:10:42.842","00:10:45.211",118
"77","gender identity","Judiciary","2023","were antagonistic. to their child's gender identity. being antagonistic toward child gender identity dramatically. affects a child's mental well being. conversely and tgi children that experience familial acceptance. suicide attempts are reduced by half. did you are you are already a higher risk of","00:11:26.118","00:11:28.788",118
"78","transgender","Judiciary","2023","self harm and suicide than their this appears. 82% of transgender folks experience suicide ideation and 40% make a suicide attempt in their lifetime. furthermore many tgi children are not safe in their own homes because of a moment. or be of caretaker. this leads many tgi you to run away from home","00:11:49.108","00:11:50.509",118
"79","gender identity","Judiciary","2023","physical health and overall well being. ab nine five seven would center the health and welfare of tj youth bike knowledge in that affirmation. of their gender identity is in their best interests. i'd like to now introduce my witnesses jonathan clay with trans youth liberation. annalisa thomas with","00:12:33.085","00:12:34.086",118
"80","transgender","Judiciary","2023","gender identity. ab nine five seven would clarify what has already been confirmed by the american academy of pediatrics and world professional association for transgender health. that affirming a child's gender identity is integral to their health safety and welfare . this would mean that parents","00:14:22.761","00:14:24.063",118
"81","transgender","Judiciary","2023","families- we serve families on a journey of being of having a transgender child families who often find themselves in a family court not only navigating qasim visitation but also gender journey. this bill will codify that affirming a child's gender is in their best interest- this is simply add gender affirmation","00:15:34.133","00:15:35.234",118
"82","transgender","Judiciary","2023","support of this bill and i'll just note. as the analysis so articulately defined and as the- author has. pointed out. the challenges for our transgender use and suicide isolation whose side is very real. having worked with a lot of these families we hear all these stories. are and so anything that we can do to","00:17:06.592","00:17:08.660",118
"83","transgender","Judiciary","2023","stonewall democrats strong support thank you. but hi at the moment can openly transgender advocate know how important this lifesaving balance in strong support thank you. good afternoon bath more- more employment long plaintiff employment attorney strong support thank you. good","00:20:22.020","00:20:22.955",118
"84","gender identity","Judiciary","2023","not affirm that gender identity of the child is abusive there is no nuance in this bill it matters not the age of the child the absurdity of the identity. adopted comorbid mental health issues or persistence family court judges will be compelled to favor the child who will affirm the child's delusion.","00:22:07.526","00:22:08.927",118
"85","gender identity","Judiciary","2023","the child's gender identity. if it passes it will be child abuse if one does not affirm a child's gender identity and not just in custody cases. the triad of words health safety and welfare road used by will be used by cps judges and police to take children away from parents like me who knew better than to","00:22:53.805","00:22:55.006",118
"86","gender identity","Judiciary","2023","gender identity. the penal code defines neglect as harm to a child health and welfare it also defines harming a child as causing the child health could be endangered. child abuse or neglect is defined in the penal code as endangering the health of a child. in a case last year entitled hall saw h. a minor was","00:23:22.434","00:23:24.069",118
"87","gender identity","Judiciary","2023","because returning to him to returning him to his family was not in the best interest. of his health safety and welfare there we have it folks any parent who does not affirm the gender identity of their child is an abusive parent. upwards 288% of all gender confused kids will return to their being","00:23:48.994","00:23:51.229",118
"88","transgender","Judiciary","2023","they set. why there's many transgender in foster care. because this state take them from their families tell them to run. there is still the- parents are given one option to treat their distress child are for drugs. in remote their healthy body part or else lose your child. the abuse claim against","00:26:04.930","00:26:07.198",118
"89","gender ideology","Judiciary","2023","too late. the damage was done my day in my- right then my daughter was is no horrible mental and physical pain. my daughter. no no name from off a trade. she was motor but i gender ideology i picked you stop. pushing gender do. i don't want to burn through free. what i feel. remission is not good.","00:26:47.105","00:26:49.975",118
"90","gender identity","Judiciary","2023","rights organization and we opposed to the weaponisation of gender identity in the family court thank you. denise are you are co founder freedom angel supposed to the spell stop the genocide of our children thank you. in the pages of the mom army freedom angels and on behalf of. other people i live","00:28:39.617","00:28:40.919",118
"91","transgender","Judiciary","2023","is that it. yeah. hello my name is david block from the organization affirming transgender children is right for some families but not all in opposition thank you. hi my name is tina. i'm from sacramento- i'm a pop posted this bill would to complete disrespect of friendly to ma'am all right next","00:41:15.639","00:41:22.346",118
"92","transgender","Judiciary","2023","new england journal of medicine . quote transgender and non binary use sustained improvement in depression and anxiety over two years after starting treatment with gender affirming hormones a study in the journal of the american medical association. about you thirteen to twenty. those receiving care","01:13:11.153","01:13:13.555",118
"93","gender identity","Judiciary","2023","their child's gender identity no . well the bill require a parent to provide their child with gender affirming care to win a custody dispute no. will parents who do not affirm their child's gender identity be found liable for child abuse and have their child removed from their home no the these are clear things here","01:16:38.961","01:16:40.829",118
"94","gender identity","Judiciary","2023","seeking family support and acceptance for children who are. working on their self identification. gender identity thank you thank you center has risen russell thank you very much- i want to- thank the author. on takes a lot of courage. when you know that their something like this that","01:39:16.016","01:39:17.351",118
"95","gender identity","Judiciary","2023","complex. and beautifully imperfect and so this makes it so that that there is consistency. evan and you to judicial discretion recognizing that parents affirmation which is exactly which- parent affirmation of a child that gender identity is in their best interest. merced is going to a","01:47:38.585","01:47:40.020",118
"96","gender identity","Judiciary","2023","system. that says it is a state policy. based on scientific research not just something out of total. that affirmation. of a child's gender identity is a good thing. to create a safe place for them is a good thing and it doesn't leave for judicial discretion. to say otherwise because that's what's","01:53:22.095","01:53:23.997",118
"97","gender identity","Judiciary","2023","women it happens to people of every gender identity gender identity age or sexual orientation. survivors are our family our friends the staff who support our every could accomplishment and other members of our communities including the extended capital community. as you all know the holes of this","01:57:50.930","01:57:53.332",118
"98","transgender","Judiciary","2023","it's about the privacy and safety of our youth perfectly are transgender youth as you know. california has provided tools needed for persons to change the vital records that match their gender identity however the petition of the resulting paperwork or matter of public information discoverable","02:33:47.384","02:33:48.886",118
"99","transgender","Judiciary","2023","allowing people to choose when and how they decide to share their information- give them the confidence to navigate our identity without fear of retaliation. this bill ab two to three protect the privacy mental health a transgender non binary youth by making commonsense changes to the process for","02:34:39.069","02:34:40.471",118
"100","transgender","Judiciary","2023","support- johnson claim on behalf of trans family support services and a translucent youth liberation and for these reasons i will respectfully request. for aye vote thank you very much all right. good afternoon structure committee members john the closure on behalf of transgender services insurances liberation","02:35:23.147","02:35:24.815",118
"101","transgender","Judiciary","2023","youth liberation- we are a transfused- support group are based out of san diego having serve now in support of families entrance you. over thirty five hundred families- with the help of what we help families navigate the journey of having a transgender child a large part of this is. who should know and","02:35:42.900","02:35:44.802",118
"102","transgender","Judiciary","2023","some colleges do not provide an option for transgender and non binary students faculty and staff who choose and chose the name is different from their legal name to have. their children and reflected in their school records by allowing internal records such as class rosters are campus","02:03:05.945","02:03:08.013",118
"103","transgender","Judiciary","2023","an individual's or firm's name. the csu and uc system can eliminate systemic that naming of transgender and non binary students. i said students. or staff so individuals ab seven sixty will help to support current students staff or faculty members who wish to use in a firm name. and gender","02:03:25.131","02:03:27.399",118
"104","gender identity","Judiciary","2023","their identity. ab seven sixty will help to ensure that students can have their records updated to accurately reflect their gender identity. and create a more firm in space on campus. and we extend our thanks of course to the assembly member for bringing this bill forward. and her ongoing commitment-","02:05:19.478","02:05:21.480",118
"105","transgender","Judiciary","2023","individuals request. currently some colleges do not provide an option for transgender and non binary students faculty and staff who choose and chose the name is different from their legal name to have. their children and reflected in their school records by allowing internal records such as class","02:03:04.577","02:03:05.878",118
"106","transgender","Judiciary","2023","identification cards to reflect an individual's or firm's name. the csu and uc system can eliminate systemic that naming of transgender and non binary students. i said students. or staff so individuals ab seven sixty will help to support current students staff or faculty members who wish to use","02:03:24.130","02:03:25.064",118
"107","gender identity","Judiciary","2023","begin exploring these parts of their identity. ab seven sixty will help to ensure that students can have their records updated to accurately reflect their gender identity. and create a more firm in space on campus. and we extend our thanks of course to the assembly member for bringing this bill forward.","02:05:17.543","02:05:19.411",118
"108","gender identity","Judiciary","2023","know i would just say i think the symbolism matters because too many people even in california. feel that they are threatened. because of their orientation or their gender identity. too many people feel like they're not included i think this particular amendment is important because it","04:21:13.958","04:21:15.226",118
"109","gender identity","Judiciary","2023","i wish were decided but- you know i would just say i think the symbolism matters because too many people even in california. feel that they are threatened. because of their orientation or their gender identity. too many people feel like they're not included i think this particular amendment","04:21:12.523","04:21:13.891",118
"110","transgender","Judiciary","2023","publish only that name in conjunction with the booking photo. this authors started that ab ninety four is needed to prevent law enforcement from detaining transgender persons via the posting of booking photos on their social media pages. we're sympathetic to this concern and remain willing to","01:21:54.242","01:21:55.744",118
"111","transgender","Judiciary","2023","mandated under nine nine four to publish only that name in conjunction with the booking photo. this authors started that ab ninety four is needed to prevent law enforcement from detaining transgender persons via the posting of booking photos on their social media pages. we're sympathetic to this","01:21:52.440","01:21:54.175",118
"112","gender identity","Judiciary","2023","takes vital steps to reduce well being disparities for lgbtq communities this bill amends the lesbian gay bisexual and trans gender disparities reduction act. to require additional state entities to collect voluntary self identification information pertaining to sexual orientation and gender identity. in twenty","07:07:19.647","07:07:20.881",118
"113","transgender","Judiciary","2023","survey issued the largest survey examining the experiences of transgender people in the united states. the survey found that 33% of transgender people seeking health care services reported having negative experiences including refusal of treatments verbal harassment and physical assault that all stem","07:07:43.204","07:07:45.172",118
"114","transgender","Judiciary","2023","california commissioners on the best disability a set access to make transgender gender non conforming and intersex better known as tgi communities. in california visible through data collection california can take a huge step. in inspiring the world to recognise tgi communities and ensure their we","07:09:18.966","07:09:21.335",118
"115","gender identity","Judiciary","2023","impossible to advocate for the resources and community disparities that we're needed. the affects of disparities the folks living in multiple intersection leds of race immigration status sexual orientation gender identity and being intersex are not understood in the state of","07:10:29.803","07:10:32.673",118
"116","transgender","Judiciary","2023","fifteen the u. s. transgender survey issued the largest survey examining the experiences of transgender people in the united states. the survey found that 33% of transgender people seeking health care services reported having negative experiences including refusal of treatments verbal harassment and","07:07:41.202","07:07:43.137",118
"117","transgender","Judiciary","2023","community development and the california commissioners on the best disability a set access to make transgender gender non conforming and intersex better known as tgi communities. in california visible through data collection california can take a huge step. in inspiring the world to recognise tgi","07:09:15.362","07:09:18.899",118
"118","gender identity","Judiciary","2023","data which makes it almost impossible to advocate for the resources and community disparities that we're needed. the affects of disparities the folks living in multiple intersection leds of race immigration status sexual orientation gender identity and being intersex are not","07:10:28.569","07:10:29.737",118
